designation,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_min_au,miss_distance_mean_au,relative_velocity_max_kms,n_close_approaches,is_potentially_hazardous_asteroid
68950,68950 (2002 QF15),16.39,1.4013769717,3.1335741707,0.0486838498,0.1354672405658537,20.1287087452,41,1
69230,69230 Hermes (1937 UB),17.68,0.77366861,1.729975604,0.00424153,0.0570848270125,24.0276426998,16,1
85184,85184 (1991 JG1),18.41,0.5527833794,1.2360612132,0.1464666439,0.165349449825,17.9602378579,8,0
66959,66959 (1999 XO35),16.94,1.0878148336,2.4324279148,0.2581504249,0.3832095619266667,20.7309500769,15,0
67381,67381 (2000 OL8),19.98,0.2682594171,0.5998462923,0.0681342647,0.10682761140000002,21.8252551164,26,1
68346,68346 (2001 KZ66),16.92,1.0978802603,2.4549348932,0.0370711571,0.09897855135833333,16.8442941527,12,1
68548,68548 (2001 XR31),16.57,1.2898968334,2.8842970035,0.0889859568,0.13398941567999997,17.3684855521,10,1
85182,85182 (1991 AQ),17.13,0.99667824,2.2286402963,0.0106368613,0.0858178729111111,30.6128506954,9,1
85236,85236 (1993 KH),18.75,0.4726666672,1.0569147985,0.0631603521,0.112694809425,14.2552183016,24,1
85585,85585 Mjolnir (1998 FG2),21.62,0.1260535197,0.2818642388,0.0320274227,0.11046712796774194,14.7386606653,31,1
85770,85770 (1998 UP1),20.72,0.1907897226,0.4266187892,0.0913005175,0.12174253132553194,18.5644769446,47,0
85628,85628 (1998 KV2),17.28,0.930154254,2.0798881414,0.144142828,0.16185654885,10.0955099346,6,0
86450,86450 (2000 CK33),18.44,0.5451989071,1.2191018176,0.1478183571,0.16473229495789474,18.7818514198,19,0
85774,85774 (1998 UT18),19.09,0.4041615334,0.9037326626,0.0598825888,0.28898356597021285,20.8530303094,47,1
85938,85938 (1999 DJ4),18.73,0.477040198,1.0666943108,0.0263238785,0.23278146410400005,23.36149892,25,1
85953,85953 (1999 FK21),18.09,0.6405528629,1.4323197447,0.0688299468,0.1351064519791667,25.9910375378,72,0
86666,86666 (2000 FL10),16.88,1.1182913782,2.5005755404,0.1249921537,0.1523825716375,21.4710019931,8,0
86667,86667 (2000 FO10),17.54,0.8251919385,1.845185269,0.1340377131,0.29168001745259725,31.7790752065,154,0
86829,86829 (2000 GR146),15.81,1.8304378037,4.0929833576,0.1994345338,0.1994345338,17.5447996888,1,0
86878,86878 (2000 HD24),17.65,0.7844314124,1.7540419619,0.1004048368,0.15058339603333334,24.1367502593,18,0
85818,85818 (1998 XM4),15.42,2.1905591097,4.898239078,0.0991920588,0.1396824210875,34.234441119,8,0
86039,86039 (1999 NC43),15.94,1.7240703244,3.8551384433,0.0336131354,0.10879083925000001,19.0737920726,6,1
86819,86819 (2000 GK137),17.48,0.8483107619,1.8968805296,0.0169684554,0.09697297857777779,14.2103175493,9,1
87684,87684 (2000 SY2),15.96,1.7082639526,3.8197943216,0.0458085753,0.10762647383076926,27.0049807247,26,1
85989,85989 (1999 JD6),17.07,1.0246014747,2.2910785472,0.0436622221,0.10333526834615385,25.2316597858,26,1
85990,85990 (1999 JV6),20.27,0.2347226375,0.5248557734,0.0319689313,0.11700674772790699,15.3107980306,43,1
87024,87024 (2000 JS66),18.72,0.4792421155,1.071617948,0.0962705604,0.14716067904814814,12.2326747845,27,0
88213,88213 (2001 AF2),19.48,0.3377185972,0.7551617405,0.1703310694,0.18463075818000002,21.8425232743,15,0
88254,88254 (2001 FM129),17.77,0.742258153,1.659739687,0.0844117795,0.32579397291834855,31.2271154286,109,1
88264,88264 (2001 KN20),17.01,1.0533070151,2.3552660868,0.1747248276,0.1859727356,8.4071933706,4,0
98943,98943 Torifune (2001 CC21),18.71,0.4814541966,1.0765643117,0.0851275587,0.145820386832,12.3610178326,50,0
89958,89958 (2002 LY45),17.22,0.9562137328,2.1381589077,0.0605606782,0.11700132131428574,35.6177808914,14,1
90075,90075 (2002 VU94),15.38,2.2312846442,4.9893041415,0.0953689317,0.139864394975,17.6344631685,12,1
96315,96315 (1997 AP10),17.04,1.038855101,2.3229506246,0.1114820249,0.1384768882222222,25.351934184,18,0
99248,99248 (2001 KY66),16.54,1.3078410858,2.9244215717,0.0425024325,0.13021012476153848,16.610114819,13,1
99799,99799 (2002 LJ3),18.52,0.5254785303,1.1750057146,0.1229715901,0.14587987572,8.1386235682,10,0
88710,88710 (2001 SL9),17.61,0.7990150812,1.7866520367,0.1976668771,0.198797342925,14.789101991,4,0
88959,88959 (2001 TZ44),17.45,0.8601119401,1.9232687664,0.0448498368,0.327595081586842,38.9237098102,38,0
89136,89136 (2001 US16),20.27,0.2347226375,0.5248557734,0.027531985,0.06372727536000002,8.7060214281,15,1
96590,96590 (1998 XB),16.28,1.474195145,3.2964005564,0.1119666057,0.14271710922727274,15.2260204039,22,0
99907,99907 (1989 VA),17.96,0.6800721287,1.5206875095,0.1538689087,0.1736665292451612,20.3990078523,62,0
89830,89830 (2002 CE),14.98,2.6825941712,5.9984629228,0.0692120134,0.12081033033333334,26.0145880219,12,1
90147,90147 (2002 YK14),18.31,0.5788352575,1.2943149835,0.1882938555,0.3521854602490909,24.7555516456,55,0
90367,90367 (2003 LC5),17.92,0.6927156136,1.5489592011,0.158212688,0.17721107518421053,17.7761261223,19,0
90403,90403 (2003 YE45),17.77,0.742258153,1.659739687,0.0380973521,0.08976185633571429,15.0948146877,14,1
90416,90416 (2003 YK118),18.83,0.4555698523,1.0186851583,0.0240051462,0.11334879155555558,15.587132416,18,1
99935,99935 (2002 AV4),16.15,1.5651464359,3.4997738255,0.1653040298,0.181221063825,23.3702703201,12,0
136617,136617 (1994 CC),17.97,0.6769474811,1.513700585,0.0168371449,0.05961462611428572,10.6918959426,14,1
136770,136770 (1996 PC1),20.56,0.2053784995,0.459240286,0.089299481,0.22182891759629636,23.076083685,27,0
136795,136795 Tatsunokingo (1997 BQ),18.11,0.634680239,1.4191881584,0.0411545816,0.13097599536666665,14.8346213948,15,1
99942,99942 Apophis (2004 MN4),19.09,0.4041615334,0.9037326626,0.0002540909,0.2250368681395061,20.8732444135,81,1
100926,100926 (1998 MQ),16.63,1.2547435637,2.8056919027,0.159678151,0.1824519835142857,16.7804976442,7,0
101869,101869 (1999 MM),19.48,0.3377185972,0.7551617405,0.024458359,0.126155720425,24.0776471881,20,1
102873,102873 (1999 WK11),17.64,0.7880521833,1.7621382518,0.1483146847,0.16123219716666667,6.9291693011,6,0
111253,111253 (2001 XU10),15.23,2.3908645717,5.3461357073,0.0330961893,0.09769179806,24.5627884218,10,1
136564,136564 (1977 VA),19.28,0.3703010782,0.828018383,0.1371423998,0.2965844116944445,8.174731647,18,0
101955,101955 Bennu (1999 RQ36),20.21,0.2412986969,0.5395602892,0.0013639272,0.2434888557962963,19.9688592017,81,1
108519,108519 (2001 LF),17.94,0.6863647587,1.5347582577,0.1613707141,0.17191272274,9.2045393217,5,0
136818,136818 Selqet (1997 MW1),18.96,0.4290965044,0.9594889528,0.1131907259,0.15035227906956522,15.0717964037,23,0
100004,100004 (1983 VA),16.43,1.3757989593,3.0763799964,0.1474601364,0.16468553458333332,18.2852822173,6,0
100085,100085 (1992 UY4),17.89,0.7023522477,1.57050737,0.0300949199,0.26589332029999996,23.1012861515,13,1
100756,100756 (1998 FM5),16.34,1.4340192346,3.2065644897,0.0699128164,0.1281050437,11.0003226735,3,0
106538,106538 (2000 WK63),16.29,1.4674218336,3.2812549716,0.0908619301,0.14104044473333333,27.3922282898,6,0
106589,106589 (2000 WN107),16.01,1.6693791177,3.7328451875,0.1464895022,0.16482008565,16.7194132,8,0
108906,108906 (2001 PL9),17.9,0.6991252322,1.5632915441,0.1927523126,0.3383534301063492,21.9040239927,63,0
136618,136618 (1994 CN2),16.85,1.133848361,2.5353620113,0.0140221155,0.07814207370000001,13.4134580733,16,1
136793,136793 (1997 AQ18),18.35,0.5682703234,1.2706910727,0.182230205,0.1894679781909091,17.7448154506,11,0
136993,136993 (1998 ST49),17.85,0.7154099509,1.599705282,0.0571518222,0.2693638204333333,26.4026876962,18,0
137062,137062 (1998 WM),16.76,1.1818299089,2.6426520142,0.1684794255,0.18193031070000001,15.2872888685,13,0
137108,137108 (1999 AN10),18.05,0.6524616298,1.4589485569,0.0026060208,0.24633824257288128,38.1070802508,59,1
137175,137175 (1999 JA11),18.33,0.573528464,1.2824486324,0.1159828478,0.14748446605333335,15.1319722892,15,0
137427,137427 (1999 TF211),15.28,2.3364418497,5.2244428015,0.0693336838,0.10898178438000002,24.7088202631,5,1
136849,136849 (1998 CS1),17.7,0.7665755735,1.7141150923,0.0190118053,0.08606361530476192,21.298888303,21,1
136900,136900 (1998 HL49),17.39,0.8842090927,1.9771516375,0.0874192927,0.2679125764787234,33.1392363612,47,0
137120,137120 (1999 BJ8),18.29,0.5841911542,1.3062911326,0.0359668006,0.11914726613125,15.3571936494,16,1
137158,137158 (1999 FB),17.91,0.6959130436,1.5561088719,0.1985223499,0.19916239493333332,20.502991359,3,0
137170,137170 (1999 HF1),14.66,3.1085293813,6.9508830067,0.172894126,0.18225476606153845,20.2080060644,13,0
137199,137199 (1999 KX4),16.97,1.0728894545,2.3990537526,0.190083109,0.19411078515000002,10.4159759745,4,0
136839,136839 (1997 WT22),18.85,0.4513931628,1.0093457967,0.134349755,0.15334398477,8.9539084201,10,0
137052,137052 Tjelvar (1998 VO33),17.04,1.038855101,2.3229506246,0.0644377985,0.12483078885333333,34.8246267734,15,0
137126,137126 (1999 CF9),18.08,0.6435095206,1.4389310323,0.0127843104,0.08521318536875001,22.9476595169,16,1
137032,137032 (1998 UO1),16.66,1.2375278366,2.7671963667,0.0630489489,0.11111264018888889,32.8999121036,9,0
137064,137064 (1998 WP5),18.84,0.453476699,1.0140047252,0.2468097743,0.3560790547063492,15.3870247643,63,0
137099,137099 (1998 YW3),18.29,0.5841911542,1.3062911326,0.3838798452,0.4350833566472526,25.4145706693,91,0
137671,137671 (1999 XP35),18.73,0.477040198,1.0666943108,0.1939976421,0.19638903198,11.1463164985,5,0
138013,138013 (2000 CN101),14.7,3.0517923259,6.824015094,0.1144525848,0.15219417302857144,25.0263280616,14,0
138127,138127 (2000 EE14),17.11,1.0059003902,2.249261651,0.1264629223,0.16800606563013695,20.5914207352,73,1
138205,138205 (2000 EZ148),15.08,2.5618575448,5.7284876188,0.0991954774,0.14674324748,14.0145674555,5,0
137805,137805 (1999 YK5),16.72,1.2038017674,2.6917825833,0.1119522194,0.14395430515652172,23.3465542198,23,0
137924,137924 (2000 BD19),17.49,0.844413128,1.8881651553,0.083392106,0.1241804467652174,37.9432520928,23,0
138258,138258 (2000 GD2),18.98,0.425162524,0.9506923052,0.0706610574,0.2581335701392857,29.6810237134,112,0
138359,138359 (2000 GX127),17.97,0.6769474811,1.513700585,0.2615757801,0.37587084765961554,21.4442462988,104,0
138524,138524 (2000 OJ8),16.86,1.128638801,2.523713081,0.067887094,0.11266374529999999,10.3595607098,3,1
138846,138846 (2000 VJ61),16.08,1.6164228334,3.6144313359,0.1773388227,0.1902145969,16.7557845959,4,0
138847,138847 (2000 VE62),17.07,1.0246014747,2.2910785472,0.1583590534,0.17488502263333336,12.6360535949,6,0
138852,138852 (2000 WN10),20.29,0.2325706875,0.5200438667,0.1258928355,0.14989632548846157,16.8839974464,26,0
138859,138859 (2000 WN63),18.98,0.425162524,0.9506923052,0.1440313996,0.15905013275,17.8220828993,8,0
138883,138883 (2000 YL29),16.85,1.133848361,2.5353620113,0.1362378593,0.14962404236666668,15.0184536891,6,0
138095,138095 (2000 DK79),15.98,1.6926024946,3.7847742368,0.0477542703,0.12990018765,33.3538084669,10,1
138727,138727 (2000 SU180),19.34,0.3602093458,0.8054525833,0.0672494179,0.24272527068636365,27.8437707488,22,1
138815,138815 (2000 TQ64),18.04,0.6554732558,1.4656827575,0.307204948,0.3789316055333333,4.299244695,12,0
138893,138893 (2000 YH66),18.21,0.6061149227,1.3553141694,0.1700313334,0.18035982630833333,28.9105080917,12,0
138175,138175 (2000 EE104),20.49,0.2121069879,0.4742856434,0.0114637094,0.10123818659000001,15.6736993604,50,1
138404,138404 (2000 HA24),19.39,0.3520099801,0.7871182442,0.0280994409,0.10969811617105263,14.3766170105,38,1
138877,138877 (2000 XG47),16.72,1.2038017674,2.6917825833,0.1060313486,0.14075446376,18.9087887102,5,0
138971,138971 (2001 CB21),18.54,0.5206609142,1.1642331974,0.024174368,0.0860478758382353,16.3747054227,34,1
140158,140158 (2001 SX169),18.48,0.5352479056,1.1968507018,0.035956854,0.10651465211153846,18.6077317437,26,1
141018,141018 (2001 WC47),19.04,0.4135756649,0.9247833005,0.0941066392,0.13380885229285713,6.5874596131,14,0
141056,141056 (2001 XV4),17.33,0.9089813582,2.0325441072,0.148034345,0.16360364196000002,18.0689598796,5,0
141078,141078 (2001 XQ30),18.67,0.4904050984,1.0965791366,0.1909263999,0.19518983544,9.7365851851,5,0
141424,141424 (2002 CD),20.65,0.1970402621,0.4405954204,0.0800589368,0.21932787374836057,20.2135578052,122,0
139211,139211 (2001 GN2),17.77,0.742258153,1.659739687,0.024518086,0.08258402784999999,16.6814353623,8,1
139359,139359 (2001 ME1),16.52,1.3199423904,2.9514809114,0.070293908,0.116219826075,32.8604935932,8,1
140039,140039 (2001 SO73),18.08,0.6435095206,1.4389310323,0.052797766,0.12173369571875,20.3578850959,16,1
140288,140288 (2001 SN289),16.73,1.1982708007,2.6794149658,0.0191420035,0.11642654916249999,32.8442842864,8,1
141052,141052 (2001 XR1),17.46,0.8561600847,1.9144321491,0.1020202553,0.14067950851538463,23.9174343443,13,0
141053,141053 (2001 XT1),18.86,0.4493191996,1.004708274,0.0476629164,0.132580974775,22.9652591638,24,1
138947,138947 (2001 BA40),18.83,0.4555698523,1.0186851583,0.1809970635,0.18848166919199996,10.2524051087,25,0
139047,139047 (2001 EB16),17.4,0.8801465209,1.9680674509,0.1626493443,0.18094575606666666,25.5577496821,6,0
139622,139622 (2001 QQ142),18.46,0.5402004935,1.207925025,0.0137827854,0.08938423800714286,11.6424172067,14,1
138937,138937 (2001 BK16),17.8,0.7320739893,1.6369672047,0.0610639142,0.13214547743333332,29.3078203971,6,0
139289,139289 (2001 KR1),17.8,0.7320739893,1.6369672047,0.1693533467,0.17513469252,32.6699759038,5,0
139345,139345 (2001 KA67),16.74,1.1927652464,2.6671041722,0.2455290753,0.38228620707999994,33.5893230786,50,0
140333,140333 (2001 TD2),19.24,0.3771854893,0.8434123941,0.1828317366,0.38346809357,29.4316439474,180,0
141354,141354 (2002 AJ29),17.36,0.8965096664,2.0046565566,0.0881866149,0.12421647705714285,8.8148504173,7,0
141525,141525 (2002 FV5),18.07,0.6464798256,1.4455728362,0.0990027031,0.26304533123125,43.4527663619,48,1
141531,141531 (2002 GB),19.15,0.3931470096,0.8791034386,0.2771958997,0.4126909589168917,29.0956847043,148,0
141593,141593 (2002 HK12),18.32,0.5761757511,1.2883681464,0.0246172791,0.05442266473571428,12.7198340391,14,1
141484,141484 (2002 DB4),16.26,1.4878357048,3.3269017752,0.1519784206,0.17178502809333335,16.6148237165,30,0
141495,141495 (2002 EZ11),18.46,0.5402004935,1.207925025,0.0264628128,0.12907104775384615,33.4793775536,39,1
141498,141498 (2002 EZ16),18.44,0.5451989071,1.2191018176,0.1739120629,0.18215745759166665,22.931125967,12,0
141527,141527 (2002 FG7),18.94,0.4330668855,0.9683669947,0.0391315291,0.2822762703212121,32.7571667683,66,1
141432,141432 (2002 CQ11),20.06,0.2585562121,0.5781492662,0.0189733706,0.3120127661968586,28.8784015492,191,1
141447,141447 (2002 CW59),17.16,0.9830033019,2.1980622051,0.1997132334,0.1997132334,17.7176151637,1,0
141526,141526 (2002 FA6),20.2,0.2424124811,0.5420507863,0.3155621121,0.39071118006973676,21.5780729073,152,0
141614,141614 (2002 JV15),19.52,0.3315545381,0.7413784854,0.0375402121,0.11555662520555554,19.9472270434,18,1
142563,142563 (2002 TR69),17.21,0.9606274149,2.1480282008,0.1030026585,0.14284030686666666,13.1094654167,9,0
143404,143404 (2003 BD44),16.95,1.0828167784,2.4212519237,0.0195402589,0.11678279323750003,21.5316083557,16,1
144411,144411 (2004 EW9),16.54,1.3078410858,2.9244215717,0.0904129115,0.1261071129875,16.6443996412,16,0
152560,152560 (1991 BN),19.23,0.3789264984,0.8473054089,0.0368096961,0.10717185641153848,15.2032732333,26,1
152563,152563 (1992 BF),19.71,0.3037770614,0.6792661593,0.0618018706,0.2621449739800001,23.4805363208,155,0
142040,142040 (2002 QE15),16.25,1.4947032424,3.3422580561,0.1189184489,0.15172236206666667,16.9389153466,9,0
143487,143487 (2003 CR20),18.94,0.4330668855,0.9683669947,0.0439792973,0.2971902575651163,36.4021692665,43,1
143624,143624 (2003 HM16),15.91,1.7480545317,3.9087687612,0.0528963932,0.11549265934285713,26.0973149591,7,0
141851,141851 (2002 PM6),17.81,0.7287104149,1.6294460236,0.0469519464,0.10561465361875,35.8492545977,16,1
142348,142348 (2002 RX211),18.33,0.573528464,1.2824486324,0.1337403762,0.27122934926153847,12.3524067532,13,0
142464,142464 (2002 TC9),18.34,0.57089334,1.2765563162,0.0679286989,0.12044590663125002,10.8394826771,16,0
142555,142555 (2002 TB58),16.39,1.4013769717,3.1335741707,0.4133012728,0.4459607837833333,14.8438710807,12,0
143649,143649 (2003 QQ47),17.39,0.8842090927,1.9771516375,0.0579363732,0.12508315058095237,32.7355958442,42,1
143651,143651 (2003 QO104),16.11,1.5942446807,3.5648394788,0.0070920445,0.08989115732,13.1984311773,10,1
143678,143678 (2003 SA224),16.39,1.4013769717,3.1335741707,0.1523705779,0.17217040585714286,9.0591122471,7,0
143947,143947 (2003 YQ117),15.36,2.2519304668,5.0354696043,0.104112749,0.1484635045,23.497734545,5,0
144900,144900 (2004 VG64),18.27,0.5895966084,1.3183780956,0.0339435318,0.10219125089545456,31.4243580222,22,1
144901,144901 (2004 WG1),17.54,0.8251919385,1.845185269,0.0649217436,0.137606823,19.9616729216,15,0
152558,152558 (1990 SA),16.86,1.128638801,2.523713081,0.3038557672,0.3288416692733334,20.7801665158,15,0
141761,141761 (2002 MC),17.44,0.8640820365,1.9321461716,0.2589043739,0.37156448512727275,13.8513189665,11,0
143992,143992 (2004 AF),16.13,1.5796285576,3.532156834,0.0434426974,0.124388720225,21.9538657625,8,1
144332,144332 (2004 DV24),16.6,1.2721987854,2.844722965,0.0499327322,0.0763982309909091,29.9814739779,11,1
144898,144898 (2004 VD17),18.89,0.4431543091,0.9909231597,0.0066840559,0.08022481492380953,23.704816816,21,1
152561,152561 (1991 RB),19.1,0.4023045798,0.8995803882,0.0376319545,0.27406073757192984,28.1564735885,57,1
152637,152637 (1997 NC1),17.87,0.708851033,1.5850390958,0.0169884176,0.10536256385483869,11.8859575238,31,1
152667,152667 (1998 FR11),16.41,1.3885290704,3.1048453901,0.080591092,0.13737158239999997,22.4751810317,10,0
152742,152742 (1998 XE12),19.1,0.4023045798,0.8995803882,0.1106143781,0.15440554455,28.9083831663,40,0
152754,152754 (1999 GS6),19.22,0.3806755436,0.8512163929,0.0189662782,0.09837837218387098,20.0198396028,31,1
152942,152942 (2000 FN10),16.74,1.1927652464,2.6671041722,0.1818968371,0.18733684726000002,17.6125871762,5,0
152564,152564 (1992 HF),19.63,0.3151773333,0.7047579421,0.1201808056,0.3133421535423077,32.0259933559,78,0
152664,152664 (1998 FW4),19.7,0.3051792326,0.6824015094,0.0221822768,0.07357230839375,23.8376832944,16,1
152679,152679 (1998 KU2),16.55,1.3018321019,2.9109850751,0.068913619,0.100303338075,13.2675167695,8,0
152680,152680 (1998 KJ9),19.49,0.3361669212,0.7516920875,0.0015590055,0.09963549082727274,25.3855740644,22,1
152685,152685 (1998 MZ),19.33,0.3618719966,0.8091703835,0.0027455294,0.0923657322190476,22.6090392643,21,1
152770,152770 (1999 RR28),18.41,0.5527833794,1.2360612132,0.0367708758,0.10083207052,24.1660187367,15,1
152787,152787 (1999 TB10),18.69,0.4859090375,1.0865256386,0.0984643586,0.13292452812727273,10.9269448705,11,0
152828,152828 (1999 VT25),21.26,0.1487835705,0.3326901775,0.0563763857,0.11832860329791668,22.0794439715,48,1
152895,152895 (2000 CQ101),18.17,0.6173834405,1.3805113411,0.1688314671,0.176609820625,5.5522779677,4,0
152671,152671 (1998 HL3),20.24,0.2379879547,0.5321572445,0.1459922946,0.3416667525691177,26.4347843444,136,1
152756,152756 (1999 JV3),18.98,0.425162524,0.9506923052,0.0658051619,0.131848652252,18.2989597412,25,0
152931,152931 (2000 EA107),16.31,1.4539684294,3.2511722452,0.1620779351,0.17147124339090908,22.5010244041,11,0
152941,152941 (2000 FM10),17.61,0.7990150812,1.7866520367,0.1293246614,0.15974021785714285,26.1658603259,14,0
152964,152964 (2000 GP82),17.8,0.7320739893,1.6369672047,0.0914791905,0.13827387898750002,15.0957395109,16,0
153311,153311 (2001 MG1),17.4,0.8801465209,1.9680674509,0.0392202342,0.07916008882857142,22.1491699632,7,1
153814,153814 (2001 WN5),18.28,0.586887658,1.3123206985,0.0016625299,0.07355757567894737,14.9266306625,19,1
152978,152978 (2000 GJ147),19.57,0.3240074354,0.7245026508,0.0258901379,0.09990264160500002,18.0101842925,20,1
153201,153201 (2000 WO107),19.3,0.3669061375,0.8204270649,0.0016252496,0.12347586615652176,32.1783444685,46,1
153220,153220 (2000 YN29),17.43,0.8680704579,1.9410645532,0.0623507429,0.1175828957909091,16.897539296,11,1
153267,153267 (2001 CB32),17.8,0.7320739893,1.6369672047,0.1164863523,0.1501995848,21.1123755038,11,0
153271,153271 (2001 CL42),17.4,0.8801465209,1.9680674509,0.1898463711,0.19321597766666668,15.3335528119,3,0
153349,153349 (2001 PJ9),18.65,0.4949427609,1.1067256584,0.0750746778,0.12602319576666665,24.3656988417,15,0
153957,153957 (2002 AB29),17.76,0.745684261,1.6674006973,0.0896984705,0.2935761764727273,43.4466021818,11,0
